-28.278,10.458,19.946,12.229,14.128,-10.428,-8.4642,-2.2468,-4.1216,10.058,8.4785,-8.5853,-1.0694,5.4135,-6.6016,-1.2674,-7.3845,10.733,2.4641,4.2885,1.6119,-0.99847,6.1049,-1.9742,-4.0323,-2.5948,-1.8934,-2.8587,-2.0617,3.2722,5.4556,-3.7074,-5.5034,1.8854,0.085902,-4.2912,2.1686,6.9323,-2.196,-2.823,-1.306,-2.661,-3.4784,4.9905,1.5428,-1.3798,1.6131,0.71914,-1.5411,-0.65773,-1.0796,0.38384,-2.008,-0.23969,0.17595,-1.5383,2.9276,-1.3214,-5.6383,6.0572,-0.22199,-0.091712,0.55886,0.83,-3.0712,-0.45312,-0.92424,1.012,-5.4985,3.6012,-1.5422,1.4692,1.4136,-3.2041,-0.18987,-1.6059,2.7674,-1.1631,-1.9222,1.5872,1.4233,-0.73721,-0.16998,-3.0885,4.7138,2.6976,0.46189,-1.394,3.1332,-1.7753,-1.0655,-1.4155,1.5166,1.4367,-2.016,0.50728,-1.0922,1.9314,0.20471,-2.1668
-26.836,19.216,15.822,25.16,-18.584,-11.964,-1.8349,0.19239,-13.633,12.731,9.5174,-6.3611,-7.5907,-4.7239,1.6355,3.0078,3.2565,4.2212,5.0355,3.4569,5.3016,-4.6405,7.4029,-0.22419,-3.5116,1.2218,4.9697,4.011,1.9335,-0.6681,-1.0201,0.90608,-1.7287,-2.6282,-5.2425,-1.3831,-0.77722,-2.3213,1.0133,-0.010219,-3.507,3.0074,0.91913,1.7544,2.4706,-0.31245,0.51026,4.8724,1.8673,-3.9179,-1.1639,1.3451,-2.6579,0.56871,5.4231,2.2011,3.6759,-4.3055,1.1306,3.7566,0.47513,2.452,-0.4552,1.7213,0.61438,0.38145,1.0157,0.54363,0.052643,-1.4061,4.8661,0.30392,0.15851,1.5511,3.1593,-0.099084,-0.673,-1.4146,0.0066675,-1.8587,-0.61534,-0.80676,-2.7629,1.4734,-1.2644,-0.0038186,-2.8832,-0.011793,2.373,1.5882,3.3832,-0.20439,1.2227,-2.3328,-1.3871,-1.975,-1.1024,0.060116,0.29907,-0.81878
-35.424,7.3782,2.5819,24.637,21.239,-2.5127,-15.271,-11.805,5.0911,8.1248,6.7336,4.9119,-3.3599,2.7741,9.3529,-3.1266,-14.201,2.7663,-7.5513,2.057,-7.0924,-9.0601,0.068404,-2.6961,-2.9159,0.95757,-2.0942,-7.9726,3.2418,-0.75451,9.0859,-5.4638,-8.958,1.8239,-7.5767,-3.5686,-5.498,1.6771,0.81061,-1.6678,3.7836,-4.9797,2.535,-0.27576,-0.49316,-0.20188,4.6764,-0.84274,0.96918,0.26307,3.674,-1.1755,1.4454,-2.5526,-0.79402,0.51221,1.1045,1.182,1.5565,-2.0494,-0.85501,3.0829,-0.29393,1.2975,-3.0414,4.3136,0.36898,3.7989,0.52619,0.55666,-0.6254,-1.2256,0.17518,2.3515,-1.7715,0.91159,3.7139,-2.1759,0.69754,-2.9229,4.7031,-3.0176,2.7699,-0.045422,-0.58491,1.9047,2.6772,1.3377,-3.3519,1.8136,0.32592,-0.18349,-1.6524,0.83246,2.4097,-0.044942,-1.532,-1.5376,3.1969,-0.72426
-37.54,16.651,-1.6191,12.43,34.926,0.12359,4.6916,12.803,-7.4086,6.2283,-2.531,-13.726,-0.82349,-11.857,-4.5236,2.5795,0.062447,2.2558,2.9191,11.006,5.5104,10.481,3.0111,0.69198,3.6209,3.1151,1.3524,-4.275,7.9014,-0.5388,-2.4892,0.48984,1.7897,-5.0859,5.7441,1.022,6.5742,5.0063,-1.7848,-3.0907,-2.2134,-4.2138,3.2568,-0.78887,-1.647,0.44194,2.6502,1.3195,-2.8183,-4.2865,1.2433,-4.3851,-2.2436,-1.1705,-1.814,1.6231,-1.1142,3.489,1.576,1.7993,2.434,-0.69376,2.928,2.0897,8.0488,-0.56089,-1.5389,-0.36024,0.86999,1.1395,0.1747,-1.1348,4.0247,1.4213,-3.2376,-1.4175,2.708,-0.74515,1.0208,-1.683,1.1112,1.1034,1.5263,0.19103,-1.2629,1.1982,4.3777,-1.7579,-0.82016,2.3822,-4.9375,-1.8745,-1.9163,-0.44784,0.81483,1.0452,2.1892,-0.75275,0.85916,-2.5284
-27.986,17.828,18.399,-0.44315,14.808,-14.647,3.5475,-0.68033,-18.539,4.9623,6.7485,7.6468,0.40305,-1.5105,6.7458,-4.0557,6.6472,0.37487,-4.7644,7.1243,0.22932,-2.4328,2.0726,-7.2542,-2.3016,-2.725,3.7837,-5.0811,4.4396,3.0873,-2.1091,0.58741,1.0547,-5.0773,-5.2371,2.3211,1.5279,-2.5361,-1.2303,-1.0312,-1.3103,-4.2648,-1.1425,-4.3387,4.9317,-3.754,3.6706,2.205,-5.3312,3.2184,1.2531,-0.06271,1.4504,-3.9092,-0.2111,-0.74446,2.9747,-2.5343,3.8864,1.5187,-2.2031,-1.8323,0.41327,4.5457,-0.15618,2.7973,-3.6783,1.8997,-1.9448,0.12498,0.82998,-0.24893,0.91673,0.9668,1.9399,-5.7773,0.62293,-1.8338,-4.3946,1.2387,-0.73973,3.7427,-0.73424,-4.4682,-1.2418,-0.25751,-0.17434,-0.55421,0.755,0.79471,3.7318,0.14794,-2.851,3.0329,1.3099,2.7556,-0.63396,0.56784,1.1686,-0.59334
-40.247,14.28,-3.1686,37.951,-1.9265,-8.806,-12.779,-14.575,2.941,9.6829,8.193,5.0135,-10.046,5.6613,7.337,-3.3078,-11.409,-4.3684,-1.3738,2.4023,2.5576,-3.9879,6.1808,0.51072,-4.5805,0.91862,4.047,-9.3719,1.9213,-0.56402,6.9602,-0.44896,-6.5971,-1.3017,-8.531,0.78323,-2.3137,-0.71011,3.1571,0.80375,2.2796,-0.65157,1.087,3.2315,1.9886,1.6965,-3.8744,-0.63126,0.61127,2.1965,1.9367,0.71174,-0.1541,-3.4795,-1.293,-2.7868,1.073,-1.8384,-0.87549,4.6041,-2.4278,1.5555,-1.629,1.729,-1.7909,1.6435,2.4882,2.7677,-0.18349,1.9732,0.094064,-1.6794,-1.0562,0.50819,1.2431,-0.065492,3.7394,0.033186,1.446,0.29982,0.29875,0.36146,5.4505,3.4632,1.0025,1.7566,-1.9098,1.7495,-0.17873,0.41511,1.2586,-1.204,-2.2859,2.131,3.1213,-0.7838,1.0025,-0.89785,-3.3378,1.0682
-22.899,1.5099,29.527,3.5625,7.5406,-1.6979,-4.0515,-1.1123,-11.08,10.808,6.5175,0.10481,1.6354,1.9392,-0.32843,2.5035,1.5837,7.2042,-1.3328,4.7438,-1.2679,-6.8564,3.8531,-3.3607,-3.0591,-2.5043,0.055914,2.0578,2.5788,0.65044,3.5106,0.6215,5.8556,0.27649,0.74022,-1.0015,2.8125,-2.4043,-4.3185,-3.3709,-4.1502,-0.13978,3.1037,-2.6856,-1.0433,-5.9545,0.10928,1.2645,2.5833,0.69316,-0.65223,0.13962,-1.6857,2.8705,0.76644,1.5224,5.7028,-3.6525,1.1488,1.0926,0.1674,2.2765,3.062,1.6643,-1.21,-1.9194,0.1279,-0.68828,-0.96229,0.9566,2.1614,0.2661,-0.89909,0.27394,3.6383,-0.83248,1.173,-2.5634,-0.58532,-0.38905,-1.4529,-1.4118,-2.3482,1.577,-0.26434,1.0356,0.71953,-0.49787,1.9146,0.29828,-0.95049,-1.5781,-0.039063,0.17226,-1.5707,-0.050379,1.4797,-2.923,-0.083603,0.42663
-30.844,14.325,12.926,20.792,-10.447,0.42082,9.4324,1.9983,-10.718,8.2023,-5.6882,-3.2212,1.2105,-6.2356,0.70562,4.361,-0.20235,-7.7651,8.2432,-2.7927,10.484,5.5558,-4.2417,-5.7736,8.2451,1.1487,1.1773,2.5393,6.3247,6.77,-2.8422,-3.4792,3.7609,-2.0904,2.9374,0.59169,4.1043,-5.7611,1.6865,0.39688,-4.7261,1.1122,0.46131,0.56072,1.8387,-0.99169,-1.417,0.73039,-0.57491,-2.4218,1.6971,3.5975,3.7923,0.67823,2.4861,3.1138,-0.37472,3.4326,0.43053,-1.9167,-1.995,0.58849,3.0001,2.2013,-0.33724,-1.1619,1.0619,2.1891,-0.65068,-2.052,0.5804,1.5312,0.034364,-2.9278,-1.3902,-0.54839,-2.3027,2.3395,-0.53849,-0.94554,1.8116,3.408,2.978,1.0524,3.6149,4.8933,-2.8447,0.0026151,0.51406,0.10366,-1.7481,2.7634,1.6869,3.0651,2.1396,-0.55212,1.26,-2.2083,-0.16534,1.9755
-40.037,23.51,2.5962,26.55,1.4893,-7.7452,3.6678,4.4143,-2.1329,6.3428,-0.33483,-10.883,-5.1397,-10.12,1.5567,5.6428,-7.0734,-1.8377,8.1096,7.4854,11.126,10.88,4.8704,1.5128,-0.83885,3.6991,4.5299,-6.4438,5.1625,2.012,-2.5083,3.3538,3.7965,-4.2363,-0.59442,-2.1135,7.2621,-2.3878,1.0672,1.8067,-2.9154,-2.3469,4.4683,4.0344,-3.8745,1.6502,1.5874,-2.4211,-0.99763,-0.25942,-1.8677,0.63736,-1.5964,2.0492,-1.5093,0.077025,-1.6608,1.7232,1.0479,1.215,0.65316,-0.67368,0.27406,6.8751,2.9463,1.3363,0.042823,-1.1963,3.0775,-0.84539,2.9108,-0.38246,4.8201,2.364,-3.936,-1.2191,2.745,2.156,0.51444,3.1205,-0.8977,-0.86324,0.066873,-2.1259,-1.0663,-4.4229,1.4976,1.8938,-0.78917,-0.042211,0.69214,-1.998,0.041266,-0.97014,-1.1039,-0.13128,1.6772,-1.4012,-0.96241,0.4297
1.8511,14.51,19.129,9.1416,-0.45025,-2.394,8.2619,-9.9873,-6.9219,-1.5877,0.51461,4.3706,-2.5602,-6.218,10.542,-3.6734,-4.6928,4.5851,6.9657,3.7105,-0.63042,-1.5487,0.48701,1.997,-2.4704,0.016037,-5.2948,5.6343,-3.8944,6.4882,-4.5899,-0.73998,3.0816,3.8378,2.1025,8.5219,1.9283,3.2017,-2.1848,0.1044,3.3786,1.5822,2.4823,-1.3095,-2.1872,3.1313,0.10102,-2.2187,0.62566,0.87057,0.37221,3.3593,-1.0689,1.3037,0.63679,3.9085,0.29685,2.5471,-1.1803,-0.4749,-3.5333,-2.1701,1.1471,-2.0073,-1.3156,-3.5973,1.1762,0.12854,-0.79771,2.6108,0.055063,-2.6028,-1.7368,-1.9614,0.14957,1.6977,2.416,3.8258,3.8179,-0.76763,0.46444,2.8209,-2.7881,-1.2007,-1.1436,-3.4756,0.5902,-2.5673,5.6344,0.1786,2.3341,-0.38439,-0.50595,0.73792,0.37489,-1.1111,-0.46465,-1.1192,2.0434,0.37578
